Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Stammkunde,Einkaufssumme,Elektrowerkzeuge,Eisenwaren,Handwerkzeuge,Sanitaermaterial,Schliesstechnik,Fliesen,Farben,Armaturen,Renovierung,Elektromaterial,Baustoffe,Holz,Bodenbelag,Leuchten,Gartengeraete
w,>60,nein,ledig,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,0,286,0,0,0,0,0,0,0,0,108,44,0,20,0,32,0
m,>60,nein,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,1000-<2000,> 5,251,0,8,45,114,66,0,0,131,0,0,0,8,0,0,117
w,18-30,ja,Partnerschaft,ja,Mittwoch,14-17 Uhr,< 10 km,3200-<4500,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
m,31-40,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,0,239,189,2,6,0,42,0,0,0,0,0,0,0,0,0,0
m,51-60,nein,ledig,nein,Montag,<10 Uhr,< 10 km,2000-<3200,0,472,182,2,32,0,18,0,0,0,48,0,170,0,0,0,0
m,18-30,ja,Partnerschaft,nein,Freitag,<10 Uhr,10 - 25 km,3200-<4500,> 5,58,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
m,>60,nein,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,2000-<3200,> 5,587,270,5,0,0,105,0,0,0,118,138,0,0,0,32,0
w,18-30,nein,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,<1000,> 5,139,0,21,39,0,32,0,0,0,0,0,0,111,0,0,0
m,18-30,nein,Partnerschaft,ja,Dienstag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,209,0,3,11,0,28,0,0,0,126,0,0,44,0,0,0
m,>60,nein,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,3200-<4500,> 5,156,0,21,26,0,21,0,0,0,76,0,0,0,0,33,0
m,18-30,nein,ledig,ja,Samstag,10-12 Uhr,< 10 km,>4500,1 bis 5,131,99,12,0,0,33,0,0,0,0,0,0,20,0,0,0
m,>60,ja,ledig,ja,Samstag,10-12 Uhr,< 10 km,3200-<4500,0,706,0,12,6,68,44,0,0,0,0,0,366,0,0,0,0
w,18-30,nein,ledig,ja,Dienstag,>17 Uhr,10 - 25 km,<1000,0,319,0,18,11,45,47,75,0,76,80,40,170,0,0,0,0
m,>60,nein,ledig,ja,Freitag,12-14 Uhr,> 25 km,1000-<2000,> 5,56,0,24,24,32,34,0,0,0,0,0,0,0,0,0,0
w,>60,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,397,178,0,0,0,0,0,0,0,0,0,0,0,42,0,177
m,>60,nein,ledig,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,> 5,263,0,6,0,0,72,0,0,0,0,0,191,66,0,0,0
m,31-40,nein,Partnerschaft,nein,Freitag,<10 Uhr,10 - 25 km,3200-<4500,0,121,0,0,0,0,0,0,0,0,0,25,96,0,0,0,0
m,51-60,ja,ledig,ja,Montag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,302,0,0,18,0,74,0,0,0,0,0,0,0,210,0,0
w,41-50,nein,ledig,ja,Samstag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,112,0,8,0,0,30,0,0,0,0,0,0,41,63,0,0
m,31-40,ja,ledig,ja,Dienstag,>17 Uhr,< 10 km,<1000,1 bis 5,594,138,4,24,0,0,0,0,0,154,0,126,54,0,0,118
m,>60,nein,ledig,nein,Freitag,12-14 Uhr,< 10 km,3200-<4500,> 5,96,0,8,28,0,30,0,0,0,0,42,0,0,0,50,0
m,41-50,ja,ledig,ja,Samstag,12-14 Uhr,< 10 km,2000-<3200,0,191,177,0,0,0,0,0,0,0,0,14,0,0,0,34,0
m,>60,nein,Partnerschaft,nein,Freitag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,124,0,4,0,32,0,0,0,348,0,0,35,28,0,0,0
m,41-50,ja,Partnerschaft,ja,Freitag,14-17 Uhr,< 10 km,>4500,0,579,387,0,36,0,0,0,0,0,0,0,0,0,156,0,0
w,18-30,ja,Partnerschaft,ja,Freitag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,170,0,10,0,20,0,97,0,18,208,99,0,0,0,0,0
m,41-50,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,<1000,> 5,292,0,24,19,0,0,0,0,0,190,0,78,0,0,0,0
m,31-40,nein,Partnerschaft,ja,Dienstag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,133,0,8,51,26,33,99,0,29,99,0,0,0,0,0,0
m,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,> 5,162,0,6,16,0,0,0,0,0,156,0,0,0,0,0,0
w,>60,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,> 5,529,38,14,8,105,36,190,0,54,71,0,255,27,0,19,0
m,51-60,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,52,0,5,0,0,0,0,0,0,0,0,0,0,0,23,0
m,41-50,nein,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,699,0,0,0,27,16,0,0,22,0,86,246,78,0,28,0
w,31-40,ja,ledig,ja,Montag,12-14 Uhr,10 - 25 km,<1000,1 bis 5,94,0,4,0,88,15,0,0,292,0,0,0,2,0,0,0
m,31-40,ja,ledig,ja,Dienstag,>17 Uhr,< 10 km,3200-<4500,0,660,0,20,1,30,23,36,0,174,138,0,0,81,0,0,0
m,>60,nein,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,1000-<2000,> 5,280,0,8,0,120,34,93,0,0,112,0,0,40,0,0,0
w,51-60,nein,Partnerschaft,ja,Dienstag,12-14 Uhr,< 10 km,3200-<4500,1 bis 5,524,267,6,48,0,0,0,0,0,0,0,219,0,0,32,0
m,51-60,ja,ledig,nein,Montag,14-17 Uhr,> 25 km,1000-<2000,1 bis 5,452,0,5,0,0,63,0,0,0,0,0,321,126,0,0,0
m,18-30,nein,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,237,102,18,13,0,15,0,117,0,0,0,0,0,0,0,0
w,31-40,nein,ledig,ja,Dienstag,14-17 Uhr,10 - 25 km,1000-<2000,0,166,0,30,9,80,81,30,0,270,0,0,38,18,0,0,0
m,18-30,nein,Partnerschaft,nein,Dienstag,>17 Uhr,10 - 25 km,>4500,> 5,91,0,0,0,45,0,168,0,0,128,24,0,22,0,28,0
w,31-40,ja,Partnerschaft,ja,Montag,12-14 Uhr,< 10 km,1000-<2000,> 5,40,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
m,51-60,nein,Partnerschaft,ja,Dienstag,>17 Uhr,10 - 25 km,3200-<4500,> 5,184,0,0,0,0,0,0,0,0,99,57,63,64,0,87,0
w,41-50,nein,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,3200-<4500,> 5,806,188,0,6,0,0,0,0,0,222,0,390,0,0,0,0
m,>60,nein,Partnerschaft,ja,Samstag,12-14 Uhr,< 10 km,2000-<3200,0,328,210,9,0,0,26,0,0,0,0,44,0,10,0,129,0
w,>60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,3200-<4500,1 bis 5,80,0,5,0,0,0,0,0,0,0,60,0,15,0,0,0
w,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,1 bis 5,101,0,12,0,43,0,58,0,250,0,0,46,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Donnerstag,>17 Uhr,< 10 km,<1000,> 5,202,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0
m,31-40,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,<1000,0,367,14,15,18,13,0,231,0,0,62,37,204,0,0,17,0
m,>60,nein,ledig,ja,Montag,10-12 Uhr,10 - 25 km,1000-<2000,0,178,0,0,0,3,0,85,0,0,66,0,109,0,0,0,0
w,18-30,nein,Partnerschaft,ja,Dienstag,14-17 Uhr,10 - 25 km,1000-<2000,> 5,277,0,27,3,0,22,165,0,0,132,51,0,0,0,47,0
m,18-30,ja,Partnerschaft,ja,Montag,<10 Uhr,< 10 km,2000-<3200,0,190,0,0,0,49,0,10,0,106,0,0,141,0,0,0,0
m,51-60,nein,Partnerschaft,nein,Dienstag,10-12 Uhr,10 - 25 km,<1000,1 bis 5,402,0,4,8,0,0,0,0,0,68,0,326,0,0,4,0
m,41-50,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,0,226,0,6,54,30,0,237,0,0,0,0,0,0,0,40,0
m,31-40,ja,ledig,ja,Montag,<10 Uhr,< 10 km,>4500,0,166,0,0,0,0,0,0,0,0,198,69,97,0,0,21,0
m,41-50,ja,Partnerschaft,ja,Montag,14-17 Uhr,< 10 km,1000-<2000,> 5,66,27,6,10,0,51,0,0,0,32,33,0,0,0,56,0
m,>60,nein,Partnerschaft,nein,Freitag,12-14 Uhr,< 10 km,3200-<4500,0,461,0,9,0,0,75,0,0,0,0,132,192,0,0,22,0
m,18-30,nein,Partnerschaft,nein,Montag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,207,0,0,6,0,0,0,0,0,0,136,0,0,65,0,0
m,>60,ja,Partnerschaft,ja,Freitag,14-17 Uhr,10 - 25 km,2000-<3200,0,407,138,2,0,68,0,332,0,113,0,112,0,5,0,20,0
w,18-30,ja,ledig,nein,Freitag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,417,0,7,0,0,19,0,0,0,0,0,410,0,0,0,0
w,41-50,ja,ledig,ja,Freitag,<10 Uhr,< 10 km,>4500,1 bis 5,2,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0
m,18-30,ja,Partnerschaft,nein,Freitag,14-17 Uhr,10 - 25 km,1000-<2000,> 5,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
m,31-40,nein,ledig,ja,Donnerstag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,60,0,0,10,0,0,0,0,0,0,0,0,0,50,0,0
m,18-30,nein,ledig,ja,Dienstag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,493,0,6,12,0,0,0,0,0,0,19,0,75,0,14,0
w,41-50,ja,Partnerschaft,ja,Mittwoch,14-17 Uhr,> 25 km,1000-<2000,> 5,548,0,6,3,132,68,90,0,219,0,52,279,19,0,21,0
m,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,1 bis 5,79,0,4,12,75,0,153,0,120,0,0,0,0,0,0,0
w,>60,nein,Partnerschaft,ja,Dienstag,<10 Uhr,< 10 km,2000-<3200,> 5,30,0,4,9,26,0,74,0,0,0,0,0,0,0,0,0
w,18-30,ja,ledig,ja,Dienstag,14-17 Uhr,10 - 25 km,3200-<4500,1 bis 5,707,0,9,39,159,10,0,0,0,0,159,246,0,0,92,0
w,51-60,ja,Partnerschaft,nein,Samstag,14-17 Uhr,10 - 25 km,1000-<2000,> 5,243,0,16,16,0,57,0,0,0,58,128,0,0,0,0,0
m,51-60,nein,Partnerschaft,ja,Mittwoch,12-14 Uhr,< 10 km,2000-<3200,> 5,210,174,0,0,0,0,0,0,0,0,0,0,36,0,0,0
m,51-60,ja,Partnerschaft,ja,Samstag,14-17 Uhr,10 - 25 km,1000-<2000,> 5,193,0,0,0,0,0,0,0,0,0,69,49,0,0,0,0
m,>60,ja,ledig,nein,Donnerstag,>17 Uhr,10 - 25 km,3200-<4500,0,99,28,0,0,0,0,0,0,0,0,0,71,0,0,0,0
w,>60,ja,ledig,ja,Donnerstag,10-12 Uhr,10 - 25 km,3200-<4500,1 bis 5,752,0,3,0,0,10,0,0,483,0,50,0,72,0,120,0
m,18-30,ja,ledig,ja,Freitag,14-17 Uhr,10 - 25 km,<1000,0,328,68,0,0,40,0,75,0,170,42,105,0,78,0,82,0
w,41-50,ja,ledig,ja,Mittwoch,10-12 Uhr,< 10 km,<1000,> 5,631,0,0,60,54,0,276,0,50,60,7,279,0,0,42,231
m,18-30,nein,ledig,nein,Samstag,<10 Uhr,10 - 25 km,2000-<3200,1 bis 5,188,0,2,0,0,0,120,0,0,0,0,0,0,0,0,0
m,41-50,ja,ledig,ja,Donnerstag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,291,0,18,15,123,10,0,0,79,0,78,72,0,0,42,0
w,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,0,458,0,0,0,0,0,0,0,0,330,0,128,0,0,0,0
m,18-30,nein,Partnerschaft,nein,Freitag,12-14 Uhr,< 10 km,1000-<2000,> 5,615,0,6,11,33,2,54,29,0,0,0,390,31,0,126,0
m,>60,ja,ledig,nein,Dienstag,10-12 Uhr,> 25 km,1000-<2000,1 bis 5,553,156,0,7,0,0,0,0,0,0,0,390,0,0,0,0
m,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,> 25 km,1000-<2000,1 bis 5,505,330,8,4,41,0,0,0,0,93,126,0,0,0,75,0
m,51-60,ja,ledig,nein,Montag,>17 Uhr,< 10 km,<1000,1 bis 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Samstag,<10 Uhr,10 - 25 km,1000-<2000,0,265,0,6,9,0,39,0,0,105,68,132,0,22,0,72,0
m,41-50,nein,Partnerschaft,nein,Samstag,>17 Uhr,> 25 km,2000-<3200,0,374,92,0,0,0,0,0,0,78,82,0,122,0,0,0,0
m,18-30,ja,ledig,ja,Montag,>17 Uhr,10 - 25 km,1000-<2000,> 5,28,0,6,0,22,39,150,0,222,0,0,0,0,0,0,0
m,18-30,nein,Partnerschaft,nein,Dienstag,14-17 Uhr,10 - 25 km,2000-<3200,0,774,282,2,10,0,18,0,0,0,16,195,135,0,0,32,0
w,18-30,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,<1000,> 5,384,0,0,15,0,0,0,0,0,222,0,0,22,125,0,0
w,>60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,0,328,0,2,36,38,19,82,0,152,267,18,0,39,231,0,0
m,31-40,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,344,0,24,20,5,0,0,0,0,60,0,0,0,0,0,0
m,18-30,nein,ledig,nein,Donnerstag,>17 Uhr,< 10 km,1000-<2000,> 5,304,0,0,0,78,0,93,0,0,231,82,0,0,144,30,0
m,18-30,nein,ledig,ja,Dienstag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,868,0,0,0,0,0,148,0,0,39,72,432,0,51,0,0
w,31-40,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,0,40,0,7,0,16,0,100,0,342,0,0,0,0,0,17,0
m,18-30,nein,ledig,ja,Montag,14-17 Uhr,< 10 km,3200-<4500,0,331,0,5,0,118,38,58,0,86,252,18,133,0,57,54,0
w,18-30,ja,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,195,0,0,0,39,0,0,0,0,0,0,156,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,>4500,> 5,256,0,0,0,8,0,0,0,132,60,31,0,0,188,0,0
m,41-50,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,>4500,0,403,0,14,13,93,108,106,0,224,78,0,0,0,0,0,0
m,>60,ja,Partnerschaft,nein,Freitag,<10 Uhr,< 10 km,1000-<2000,0,602,0,0,6,0,0,0,0,0,83,162,256,0,0,0,178
m,31-40,nein,ledig,ja,Freitag,10-12 Uhr,< 10 km,1000-<2000,> 5,629,0,0,66,180,0,0,0,258,0,112,0,74,83,28,0
w,18-30,ja,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,333,27,21,0,68,54,330,0,117,20,75,0,48,70,45,0
m,>60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,440,0,4,0,31,0,300,0,13,150,0,132,69,0,36,0
m,18-30,nein,Partnerschaft,nein,Freitag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,338,0,4,0,29,72,0,136,0,22,0,147,0,0,0,0
m,41-50,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,75,0,5,18,60,0,162,0,119,0,0,0,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Dienstag,12-14 Uhr,< 10 km,2000-<3200,> 5,259,0,0,22,0,0,0,0,0,195,0,0,0,0,0,42
m,18-30,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,> 5,240,0,10,2,0,90,0,60,0,246,56,92,0,0,35,0
m,31-40,nein,Partnerschaft,nein,Donnerstag,>17 Uhr,< 10 km,2000-<3200,0,253,0,0,0,38,0,0,0,128,159,0,0,56,0,0,0
w,18-30,ja,Partnerschaft,ja,Donnerstag,>17 Uhr,> 25 km,2000-<3200,> 5,37,0,0,0,37,0,132,0,0,0,0,0,0,0,0,0
w,41-50,ja,ledig,nein,Freitag,10-12 Uhr,< 10 km,1000-<2000,> 5,83,0,7,0,0,56,0,0,0,76,0,0,0,0,0,0
m,31-40,nein,ledig,ja,Samstag,>17 Uhr,10 - 25 km,2000-<3200,> 5,307,0,0,0,35,36,210,0,132,0,0,0,34,0,0,0
m,31-40,nein,Partnerschaft,ja,Freitag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,240,0,6,0,0,60,0,0,0,44,64,0,26,0,26,0
w,>60,nein,Partnerschaft,ja,Montag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,133,0,18,0,0,0,0,0,0,0,31,54,30,0,0,0
m,51-60,nein,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,>4500,> 5,153,0,6,32,24,28,108,0,255,0,66,24,0,0,0,0
m,51-60,ja,ledig,nein,Dienstag,>17 Uhr,> 25 km,<1000,> 5,810,58,6,18,108,68,166,0,0,69,53,519,0,0,153,0
w,>60,ja,ledig,ja,Dienstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,252,0,8,4,99,58,66,0,0,0,0,0,0,0,0,145
w,41-50,nein,ledig,ja,Dienstag,<10 Uhr,> 25 km,2000-<3200,> 5,274,0,2,0,0,63,0,0,0,0,0,0,0,0,0,272
m,18-30,ja,ledig,nein,Montag,>17 Uhr,> 25 km,1000-<2000,> 5,533,58,7,27,84,15,104,0,243,196,0,188,0,0,0,0
w,51-60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,1 bis 5,445,98,9,13,0,18,0,0,0,0,0,234,31,51,0,0
m,>60,ja,ledig,nein,Donnerstag,<10 Uhr,< 10 km,3200-<4500,> 5,30,0,0,8,0,0,0,0,0,0,22,0,0,0,90,0
m,41-50,ja,Partnerschaft,ja,Montag,12-14 Uhr,< 10 km,2000-<3200,> 5,189,0,0,0,0,0,0,0,0,0,159,0,0,0,40,0
m,41-50,nein,ledig,ja,Donnerstag,10-12 Uhr,10 - 25 km,3200-<4500,1 bis 5,130,0,6,0,0,92,0,0,0,72,0,0,24,0,28,0
w,18-30,nein,Partnerschaft,nein,Montag,14-17 Uhr,< 10 km,<1000,> 5,225,0,18,0,84,69,86,0,55,66,0,0,57,0,0,0
w,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,1 bis 5,452,171,0,32,0,0,0,0,0,249,0,0,0,0,0,0
w,>60,nein,Partnerschaft,ja,Dienstag,12-14 Uhr,10 - 25 km,1000-<2000,1 bis 5,350,140,0,0,0,0,0,0,0,132,0,0,78,0,0,0
m,>60,ja,ledig,ja,Dienstag,>17 Uhr,10 - 25 km,<1000,> 5,234,0,6,11,0,0,0,0,0,0,0,174,0,0,8,0
w,41-50,nein,Partnerschaft,ja,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,623,0,18,18,54,0,164,0,19,61,66,0,0,0,123,0
m,31-40,ja,ledig,ja,Dienstag,12-14 Uhr,10 - 25 km,<1000,0,330,0,9,20,21,87,0,0,0,210,0,90,0,0,0,0
m,41-50,nein,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,35,0,15,11,0,0,0,0,0,0,0,0,20,0,0,0
m,18-30,ja,Partnerschaft,ja,Freitag,14-17 Uhr,10 - 25 km,2000-<3200,0,217,5,0,0,12,0,222,0,45,0,0,0,42,0,0,0
m,31-40,nein,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,> 5,480,0,12,0,26,7,0,180,339,0,0,0,0,123,0,0
w,31-40,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,1 bis 5,122,26,9,30,0,150,0,0,0,0,0,0,0,0,0,0
w,>60,ja,ledig,ja,Montag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,111,0,6,0,30,0,0,0,0,0,0,0,0,0,0,0
m,31-40,nein,ledig,ja,Samstag,14-17 Uhr,10 - 25 km,<1000,> 5,123,0,5,0,0,0,0,0,0,0,0,118,0,0,0,0
m,31-40,ja,Partnerschaft,ja,Dienstag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,757,303,15,36,0,52,0,53,0,0,0,240,32,0,0,0
m,18-30,nein,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,3200-<4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,41-50,ja,ledig,nein,Freitag,12-14 Uhr,> 25 km,3200-<4500,1 bis 5,124,0,18,30,0,50,0,0,0,0,42,54,0,0,38,0
w,18-30,nein,Partnerschaft,nein,Dienstag,<10 Uhr,< 10 km,2000-<3200,> 5,387,0,0,0,144,0,0,0,28,138,219,0,0,0,57,0
w,31-40,nein,Partnerschaft,nein,Freitag,12-14 Uhr,< 10 km,1000-<2000,> 5,255,0,0,0,117,0,164,0,99,138,0,0,0,0,0,0
w,18-30,nein,ledig,ja,Samstag,10-12 Uhr,10 - 25 km,>4500,1 bis 5,785,0,3,0,0,8,0,0,47,0,0,465,0,0,0,270
m,51-60,ja,ledig,ja,Montag,12-14 Uhr,> 25 km,3200-<4500,> 5,433,0,0,0,0,0,0,112,0,36,3,255,0,0,42,0
w,>60,ja,Partnerschaft,nein,Dienstag,<10 Uhr,< 10 km,3200-<4500,> 5,391,0,0,0,0,26,72,0,0,201,0,92,0,0,0,0
m,18-30,nein,Partnerschaft,nein,Freitag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,844,0,0,12,63,0,126,162,387,168,0,207,0,0,0,0
m,>60,nein,Partnerschaft,nein,Samstag,14-17 Uhr,< 10 km,1000-<2000,> 5,281,0,0,0,0,0,0,0,0,80,0,184,0,0,17,0
m,31-40,nein,ledig,ja,Montag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,387,0,21,10,0,111,18,0,0,165,102,228,0,0,0,0
w,41-50,nein,ledig,ja,Freitag,>17 Uhr,10 - 25 km,<1000,1 bis 5,396,0,0,0,0,0,0,0,0,342,0,0,0,0,54,0
m,31-40,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,87,0,10,42,0,0,0,0,0,0,0,77,0,0,0,0
m,18-30,ja,ledig,nein,Samstag,14-17 Uhr,< 10 km,2000-<3200,> 5,248,0,0,0,23,0,0,0,202,0,0,225,0,0,0,0
m,18-30,ja,ledig,nein,Freitag,>17 Uhr,10 - 25 km,1000-<2000,0,130,0,12,13,0,26,0,0,118,0,0,0,0,0,0,0
m,31-40,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,> 5,447,0,6,0,30,0,0,0,405,0,38,297,0,0,0,0
m,51-60,nein,ledig,nein,Dienstag,<10 Uhr,< 10 km,1000-<2000,> 5,165,0,3,6,0,6,0,0,0,0,0,162,0,0,0,0
w,41-50,ja,Partnerschaft,nein,Freitag,<10 Uhr,< 10 km,3200-<4500,> 5,434,0,0,0,0,0,0,0,0,0,18,212,0,0,0,0
m,18-30,nein,Partnerschaft,nein,Dienstag,>17 Uhr,< 10 km,<1000,1 bis 5,414,0,12,14,0,21,0,102,0,0,61,0,72,0,34,0
m,>60,nein,Partnerschaft,ja,Montag,14-17 Uhr,10 - 25 km,>4500,> 5,469,76,0,18,0,0,0,0,0,0,51,0,48,0,37,0
m,18-30,nein,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
w,18-30,nein,ledig,nein,Montag,>17 Uhr,< 10 km,3200-<4500,0,387,0,12,22,74,24,0,0,156,54,28,0,54,0,56,0
m,18-30,nein,ledig,ja,Samstag,>17 Uhr,< 10 km,<1000,0,845,0,0,27,0,0,0,0,0,231,0,406,48,133,0,0
m,51-60,ja,ledig,ja,Montag,>17 Uhr,< 10 km,3200-<4500,> 5,430,0,0,0,0,0,0,0,115,207,100,156,32,0,92,0
m,18-30,nein,ledig,nein,Montag,10-12 Uhr,< 10 km,<1000,1 bis 5,633,0,0,0,0,150,0,0,0,0,0,483,0,0,0,0
m,18-30,ja,ledig,ja,Dienstag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,139,0,0,13,56,0,0,0,308,0,0,70,0,0,0,0
m,18-30,nein,ledig,ja,Montag,<10 Uhr,< 10 km,3200-<4500,> 5,784,0,0,0,0,0,0,0,129,276,126,346,24,0,35,159
w,>60,ja,ledig,nein,Dienstag,14-17 Uhr,< 10 km,1000-<2000,0,399,0,0,0,15,0,0,0,90,0,150,87,0,0,0,0
m,18-30,nein,ledig,nein,Samstag,10-12 Uhr,> 25 km,3200-<4500,1 bis 5,754,231,0,6,0,0,0,0,0,37,141,244,24,0,0,0
m,>60,ja,Partnerschaft,ja,Montag,12-14 Uhr,> 25 km,1000-<2000,0,166,0,4,0,0,25,141,0,0,0,21,0,0,0,0,0
m,51-60,ja,Partnerschaft,ja,Montag,12-14 Uhr,< 10 km,2000-<3200,> 5,145,0,15,0,68,8,90,0,107,120,62,0,0,0,80,0
m,18-30,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,> 5,641,0,6,26,0,32,249,0,0,0,96,198,0,0,24,0
m,>60,nein,ledig,ja,Mittwoch,>17 Uhr,> 25 km,2000-<3200,> 5,67,0,21,0,46,42,0,0,97,0,0,0,0,0,0,0
w,>60,nein,ledig,nein,Freitag,12-14 Uhr,> 25 km,1000-<2000,1 bis 5,152,0,18,18,38,6,70,0,0,0,0,0,0,0,0,96
w,>60,nein,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,134,54,8,24,72,68,78,0,0,0,0,0,0,0,0,0
m,>60,ja,ledig,ja,Montag,>17 Uhr,< 10 km,3200-<4500,> 5,196,0,21,0,41,0,231,0,0,114,0,0,20,0,0,0
m,41-50,nein,Partnerschaft,ja,Montag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,274,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0
w,31-40,nein,ledig,nein,Freitag,12-14 Uhr,> 25 km,1000-<2000,1 bis 5,253,0,5,11,0,0,0,0,0,53,0,195,0,0,0,0
m,18-30,nein,ledig,nein,Freitag,>17 Uhr,< 10 km,1000-<2000,0,294,0,36,36,102,0,0,0,192,0,0,156,0,0,0,0
m,41-50,nein,ledig,nein,Donnerstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,180,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0
